commodity,region,date,price,volume_arrivals_tonnes,source,is_real_record
soybean,Madhya Pradesh,2026-07-09,5095.8,520.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-10,5095.2,526.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-11,5094.3,531.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-13,5092.2,539.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-14,5090.9,543.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-15,5089.5,545.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-16,5087.9,547.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-17,5086.3,549.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-18,5084.5,549.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-20,5080.5,549.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-21,5078.4,547.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-22,5076.3,545.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-23,5074.0,542.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-24,5071.7,539.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-25,5069.3,535.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-27,5064.6,525.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-28,5062.1,519.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-29,5059.7,513.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-30,4883.2,668.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-07-31,4883.7,653.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-01,4884.4,639.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-03,4885.9,613.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-04,4886.8,601.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-05,4887.8,591.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-06,4888.9,581.3,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-07,4890.0,572.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-08,4891.2,565.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-10,4893.9,554.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-11,4895.4,551.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-12,4896.8,550.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-13,4898.4,550.1,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-14,4899.9,551.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-15,4901.6,554.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-17,4904.9,564.4,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-18,4906.5,571.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-19,4908.2,579.9,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-20,4909.9,589.5,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-21,4911.5,600.2,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-22,4913.2,611.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-24,4916.4,637.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-25,4918.0,651.6,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-26,4919.5,666.0,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-27,4921.0,680.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-28,4922.4,695.8,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-29,4923.8,710.7,Agmarknet (Indore & Dewas Mandi),True
soybean,Madhya Pradesh,2026-08-31,4926.3,740.3,Agmarknet (Indore & Dewas Mandi),True
wheat,Madhya Pradesh,2025-09-01,2390.0,1200.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-02,2390.2,1222.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-03,2390.3,1245.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-04,2390.3,1267.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-05,2390.4,1288.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-06,2390.3,1309.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-08,2512.1,953.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-09,2511.1,939.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-10,2509.9,924.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-11,2508.6,908.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-12,2507.2,890.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-13,2505.7,872.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-15,2502.4,834.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-16,2500.6,814.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-17,2498.8,794.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-18,2496.9,774.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-19,2495.0,754.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-20,2493.1,735.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-22,2489.3,699.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-23,2487.5,682.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-24,2485.7,666.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-25,2483.9,652.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-26,2482.2,639.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-27,2480.6,628.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-29,2477.8,611.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-09-30,2476.5,605.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-01,2475.4,602.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-02,2474.4,600.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-03,2473.5,600.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-04,2472.8,602.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-06,2471.9,612.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-07,2471.7,620.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-08,2471.7,630.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-09,2471.8,641.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-10,2472.2,654.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-11,2472.7,669.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-13,2474.1,701.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-14,2475.1,719.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-15,2476.3,738.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-16,2477.6,757.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-17,2479.0,777.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-18,2480.6,797.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-20,2484.1,837.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-21,2486.0,856.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-22,2488.0,875.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-23,2490.1,893.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-24,2492.3,910.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-25,2494.5,926.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-27,2498.9,955.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-28,2501.2,966.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-29,2503.5,977.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-30,2505.7,985.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-10-31,2507.9,992.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-01,2510.0,996.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-03,2514.1,1000.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-04,2516.1,998.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-05,2517.9,995.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-06,2519.6,990.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-07,2521.2,982.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-08,2522.6,973.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-10,2525.1,950.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-11,2526.1,936.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-12,2527.0,921.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-13,2527.6,905.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-14,2528.2,887.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-15,2528.5,869.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-17,2528.6,830.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-18,2528.5,810.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-19,2528.1,790.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-20,2527.6,770.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-21,2526.9,751.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-22,2526.1,732.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-24,2524.0,696.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-25,2522.7,679.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-26,2521.3,664.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-27,2519.9,650.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-28,2518.3,637.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-11-29,2516.6,626.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-01,2513.1,610.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-02,2511.2,605.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-03,2509.3,601.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-04,2507.4,600.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-05,2505.5,600.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-06,2503.6,603.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-08,2499.9,613.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-09,2498.2,622.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-10,2496.5,632.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-11,2494.8,643.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-12,2493.3,657.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-13,2491.9,671.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-15,2489.4,704.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-16,2488.3,722.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-17,2487.4,741.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-18,2486.7,761.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-19,2486.1,780.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-20,2485.6,800.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-22,2485.3,840.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-23,2485.3,859.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-24,2485.6,878.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-25,2486.0,896.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-26,2486.6,913.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-27,2487.4,929.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-29,2489.4,957.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-30,2490.6,968.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2025-12-31,2492.0,978.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-01,2493.5,986.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-02,2495.2,992.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-03,2496.9,997.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-05,2500.8,999.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-06,2502.8,998.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-07,2505.0,994.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-08,2507.1,989.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-09,2509.4,981.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-10,2511.6,972.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-12,2516.1,948.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-13,2518.4,934.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-14,2520.6,919.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-15,2522.8,902.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-16,2524.9,884.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-17,2526.9,866.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-19,2530.7,827.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-20,2532.5,807.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-21,2534.1,787.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-22,2535.6,767.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-23,2537.0,748.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-24,2538.2,729.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-26,2540.2,693.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-27,2541.0,676.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-28,2541.5,661.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-29,2541.9,648.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-30,2542.2,635.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-01-31,2542.2,625.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-02,2541.8,609.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-03,2541.4,604.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-04,2540.8,601.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-05,2540.0,600.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-06,2539.1,600.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-07,2538.0,603.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-09,2535.5,615.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-10,2534.0,623.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-11,2532.5,634.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-12,2530.9,646.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-13,2529.1,659.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-14,2527.4,674.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-16,2523.7,707.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-17,2521.8,726.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-18,2519.9,745.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-19,2414.7,1240.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-20,2415.5,1217.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-21,2416.3,1195.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-23,2417.7,1150.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-24,2418.4,1128.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-25,2419.1,1106.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-26,2419.7,1085.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-27,2420.3,1066.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-02-28,2420.8,1047.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-02,2421.8,1014.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-03,2422.3,999.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-04,2422.7,987.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-05,2423.0,976.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-06,2423.3,966.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-07,2423.6,959.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-09,2424.0,951.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-10,2424.1,950.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-11,2329.3,3001.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-12,2331.4,2949.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-13,2333.4,2887.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-14,2335.4,2818.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-16,2338.9,2662.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-17,2340.5,2578.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-18,2341.9,2493.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-19,2343.2,2407.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-20,2344.3,2324.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-21,2345.2,2244.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-23,2346.4,2101.8,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-24,2346.7,2042.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-25,2346.8,1991.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-26,2346.8,1951.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-27,2346.5,1922.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-28,2346.0,1905.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-30,2344.5,1907.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-03-31,2343.5,1926.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-01,2342.4,1957.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-02,2341.1,1999.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-03,2339.7,2051.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-04,2338.1,2112.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-06,2334.8,2257.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-07,2333.0,2338.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-08,2331.2,2422.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-09,2329.4,2507.6,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-10,2327.6,2592.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-11,2325.8,2676.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-13,2322.4,2830.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-14,2320.8,2898.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-15,2319.2,2958.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-16,2317.8,3008.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-17,2316.6,3049.0,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-18,2315.4,3077.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-20,2313.7,3099.9,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-21,2313.1,3092.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-22,2312.6,3073.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-23,2312.4,3042.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-24,2312.3,3000.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-25,2312.5,2948.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-27,2313.4,2817.4,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-28,2314.2,2741.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-29,2315.1,2661.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-04-30,2316.2,2577.2,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-05-01,2317.5,2491.7,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-05-02,2318.9,2406.3,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-05-04,2322.3,2243.1,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-05-05,2324.1,2168.5,Agmarknet (Sehore & Bhopal Mandi),True
wheat,Madhya Pradesh,2026-05-06,2326.1,2100.7,Agmarknet (Sehore & Bhopal Mandi),True
